accuracy,loss,val_accuracy,val_loss,learning_rate
0.36413291096687317,1.747187852859497,0.5450819730758667,1.1639585494995117,9.999999747378752e-05
0.5047792196273804,1.519384503364563,0.5710382461547852,1.0518559217453003,9.999999747378752e-05
0.5521165132522583,1.4118874073028564,0.5532786846160889,1.1087480783462524,9.999999747378752e-05
0.5648611783981323,1.3244191408157349,0.5737704634666443,1.0203819274902344,9.999999747378752e-05
0.6049157977104187,1.2180466651916504,0.5969945192337036,0.9418023228645325,9.999999747378752e-05
0.6144742965698242,1.2228517532348633,0.6065573692321777,0.9255146980285645,9.999999747378752e-05
0.6117432713508606,1.2194976806640625,0.6010928750038147,0.932597815990448,9.999999747378752e-05
0.6231224536895752,1.1329683065414429,0.6133880019187927,0.8873023390769958,9.999999747378752e-05
0.6445152759552002,1.1222038269042969,0.6475409865379333,0.8345676064491272,9.999999747378752e-05
0.6436049342155457,1.0958729982376099,0.6543715596199036,0.8332356810569763,9.999999747378752e-05
