accuracy,loss,val_accuracy,val_loss,learning_rate
0.34774693846702576,1.6038310527801514,0.5204917788505554,1.33156418800354,9.999999747378752e-05
0.48202094435691833,1.4855233430862427,0.5546448230743408,1.2261593341827393,9.999999747378752e-05
0.5512061715126038,1.4037892818450928,0.556010901927948,1.1784054040908813,9.999999747378752e-05
0.5835229754447937,1.3393023014068604,0.5601093173027039,1.1118950843811035,9.999999747378752e-05
0.6021847724914551,1.2982780933380127,0.5833333134651184,1.073502540588379,9.999999747378752e-05
0.5989986062049866,1.2666527032852173,0.5983606576919556,1.030344009399414,9.999999747378752e-05
0.6340464353561401,1.227007508277893,0.5901639461517334,1.0253322124481201,9.999999747378752e-05
0.6381429433822632,1.185943365097046,0.5997267961502075,1.0023119449615479,9.999999747378752e-05
0.6413291096687317,1.160264492034912,0.6325136423110962,0.9504994750022888,9.999999747378752e-05
0.65589439868927,1.1624411344528198,0.6202185750007629,0.9552566409111023,9.999999747378752e-05
