modelo,test_loss,test_accuracy,epochs_completed,batch_size,image_size,split_strategy,gpu_available
EfficientNetB0,0.9284324645996094,0.6425647735595703,10,16,224x224,60% treino / 20% validação / 20% teste,False
ResNet50,0.8203103542327881,0.6766712069511414,10,16,224x224,60% treino / 20% validação / 20% teste,False
DenseNet121,1.041751503944397,0.5934515595436096,10,16,224x224,60% treino / 20% validação / 20% teste,False
