phase,epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate
head,1,1.2323170881353838,0.6672735548475194,1.0932303080793286,0.7404371584699454,0.001
head,2,0.9965779868157604,0.7364588074647246,1.033718777484581,0.7390710382513661,0.001
head,3,0.9321564400147241,0.7592171142467,0.9450052878895744,0.7650273224043715,0.001
head,4,0.8993971439779591,0.7614929449248976,0.9281407135431884,0.7377049180327869,0.001
head,5,0.8741000425180739,0.7742375967228038,0.9355173951289693,0.7431693989071039,0.001
head,6,0.8515209873861002,0.7719617660446063,0.9184770711132737,0.7800546448087432,0.001
head,7,0.8257165033273606,0.780609922621757,0.9422459128450175,0.7786885245901639,0.001
head,8,0.8221743878690991,0.7774237596722804,0.8914306691435517,0.75,0.001
head,9,0.8148359281939704,0.7792444242148384,0.9198005795478821,0.7581967213114754,0.001
head,10,0.8046721361635162,0.7851615839781521,0.8751031262952773,0.7527322404371585,0.001
fine_tuning,1,0.7570965233639148,0.8047337278106509,0.8586247328852044,0.7759562841530054,1e-05
fine_tuning,2,0.7236509305214307,0.812016385980883,0.8360740742722496,0.773224043715847,1e-05
fine_tuning,3,0.6991723434025447,0.8224852071005917,0.8482928232091372,0.7759562841530054,1e-05
fine_tuning,4,0.6656282476853608,0.832498862084661,0.8227988290982168,0.7718579234972678,1e-05
fine_tuning,5,0.6439685925712464,0.8416021847974511,0.8271903581306582,0.7800546448087432,1e-05
fine_tuning,6,0.6129900055903981,0.8529813381884388,0.8200165668471915,0.7800546448087432,1e-05
fine_tuning,7,0.6238506274110467,0.8470641784251252,0.8198005312778911,0.7882513661202186,1e-05
fine_tuning,8,0.5883561070528581,0.8593536640873919,0.814071744191842,0.7978142076502732,1e-05
fine_tuning,9,0.5749906179955943,0.8707328174783796,0.8192545063182956,0.7978142076502732,1e-05
fine_tuning,10,0.5488387073611041,0.8725534820209376,0.8138894380116072,0.7991803278688525,1e-05
fine_tuning,11,0.5395872646100857,0.8716431497496586,0.8259605262123171,0.7896174863387978,1e-05
fine_tuning,12,0.5312606384931069,0.8711879836140192,0.834760782660031,0.796448087431694,1e-05
fine_tuning,13,0.49808169219729354,0.8884842967683204,0.8448290370526861,0.7909836065573771,1e-05
fine_tuning,14,0.4949105696809471,0.8862084660901229,0.8239468169994042,0.7978142076502732,2.0000000000000003e-06
fine_tuning,15,0.4655703247868586,0.9007737824305871,0.8284400833434746,0.796448087431694,2.0000000000000003e-06
fine_tuning,16,0.45078391127006867,0.9062357760582612,0.8368970937416201,0.7978142076502732,2.0000000000000003e-06
