phase,epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate
head,1,1.358077473840119,0.5762403277196176,1.237134976465194,0.7199453551912568,0.001
head,2,1.142224702392321,0.6727355484751935,1.0532468166507658,0.7349726775956285,0.001
head,3,1.061853325605718,0.6973145197997269,0.969661536763926,0.7609289617486339,0.001
head,4,1.0527057527790409,0.6968593536640874,1.0183965221780245,0.7472677595628415,0.001
head,5,0.9943532199277951,0.7123350022758307,0.9556178108590548,0.7540983606557377,0.001
head,6,0.9726114883496645,0.7228038233955394,0.9636586865440744,0.7595628415300546,0.001
head,7,0.9596177911997167,0.7259899863450159,0.9146457324262525,0.7786885245901639,0.001
head,8,0.940039333371504,0.7255348202093764,0.9407175798885158,0.76775956284153,0.001
head,9,0.9487632564321995,0.7382794720072826,0.9183507473742376,0.7663934426229508,0.001
head,10,0.9571534181433371,0.7282658170232135,0.9390079564735537,0.7650273224043715,0.001
fine_tuning,1,0.9066613611981822,0.7341829767865271,0.8687411292654569,0.7868852459016393,1e-05
fine_tuning,2,0.8578972088297661,0.7592171142467,0.8368881530449038,0.7909836065573771,1e-05
fine_tuning,3,0.8162215459221973,0.7828857532999545,0.8195335982275791,0.8046448087431693,1e-05
fine_tuning,4,0.793269491705723,0.7915339098771051,0.8116166376676716,0.8005464480874317,1e-05
fine_tuning,5,0.7793703912115119,0.7819754210286755,0.8095149700758887,0.8073770491803278,1e-05
fine_tuning,6,0.7451952999702735,0.8065543923532089,0.7926210370220121,0.8046448087431693,1e-05
fine_tuning,7,0.7343013486810093,0.8106508875739645,0.7949612785558231,0.8073770491803278,1e-05
fine_tuning,8,0.7136430497542804,0.8197542102867547,0.7855988662750995,0.8128415300546448,1e-05
fine_tuning,9,0.6888068906274447,0.8192990441511152,0.7880638876899344,0.8142076502732241,1e-05
fine_tuning,10,0.6872885067814526,0.8297678652708238,0.7927275446594738,0.8155737704918032,1e-05
fine_tuning,11,0.6554728863615853,0.8297678652708238,0.791256247973833,0.8237704918032787,1e-05
fine_tuning,12,0.6898518646908284,0.8215748748293127,0.7854812262488193,0.819672131147541,1e-05
fine_tuning,13,0.6565701429769024,0.8402366863905325,0.7814024657499595,0.8306010928961749,1e-05
fine_tuning,14,0.6269901564406654,0.8497951752389622,0.7764486201473924,0.8237704918032787,1e-05
fine_tuning,15,0.6197101916298847,0.8443331816112881,0.7738182828074596,0.819672131147541,1e-05
fine_tuning,16,0.6125706461651194,0.8484296768320437,0.7683591950135152,0.8210382513661202,1e-05
fine_tuning,17,0.5956570815242417,0.8497951752389622,0.7781647150633765,0.8155737704918032,1e-05
fine_tuning,18,0.5925499464253376,0.8561675011379153,0.7755154898909272,0.8224043715846995,1e-05
fine_tuning,19,0.5757003431163922,0.8566226672735548,0.7688161379001179,0.8306010928961749,1e-05
fine_tuning,20,0.5555113320682719,0.8616294947655895,0.7777274338925471,0.8210382513661202,2.0000000000000003e-06
fine_tuning,21,0.540657882751201,0.8707328174783796,0.7884990983322019,0.8224043715846995,2.0000000000000003e-06
fine_tuning,22,0.5532358217141712,0.8698224852071006,0.7998018577450612,0.8237704918032787,2.0000000000000003e-06
fine_tuning,23,0.5358747558046809,0.8739189804278562,0.7901076518121313,0.8183060109289617,2.0000000000000003e-06
fine_tuning,24,0.5322339180984115,0.8812016385980883,0.7803433273659378,0.8224043715846995,4.000000000000001e-07
fine_tuning,25,0.5425637192925812,0.8752844788347747,0.7846486978843564,0.8183060109289617,4.000000000000001e-07
fine_tuning,26,0.537392719569508,0.8716431497496586,0.7927571476482954,0.8183060109289617,4.000000000000001e-07
fine_tuning,27,0.5280026971181523,0.8748293126991352,0.7800160060163404,0.8237704918032787,4.000000000000001e-07
fine_tuning,28,0.5376697526663935,0.8761948111060537,0.78165467059026,0.8169398907103825,1e-07
