epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7578516006469727,9.999999747378752e-06,0.8201419711112976,0.6994535326957703,0.7439907193183899
1,0.7555757761001587,9.999999747378752e-06,0.7937208414077759,0.6994535326957703,0.7520593404769897
2,0.7756031155586243,9.999999747378752e-06,0.7702187895774841,0.6898906826972961,0.7412617802619934
3,0.7614929676055908,1.9999999949504854e-06,0.7784377336502075,0.7021858096122742,0.7388503551483154
4,0.7674100995063782,1.9999999949504854e-06,0.7766258120536804,0.7008196711540222,0.7364796996116638
